old,433,,,5604509
old,433,,,4294487
old,433,,,4294527
old,433,,,4294552
old,433,,,8163839
old,,,,
old,432,,,5606308
old,432,,,5606309
old,,,,
old,431,,,5606208
old,431,,,5606139
old,431,,,5606141
old,431,,,5606118
old,431,,,5606121
old,431,,,5606122
old,431,,,5606166
old,431,,,5606201
old,431,,,5606186
old,431,,,2185661
old,,,,
old,423,,,5606210
old,423,,,5606209
old,,,,
old,430,,,5605746
old,430,,,5605750
old,430,,,5604748
old,430,,,5604750
old,430,,,5604751
old,430,,,5604754
old,430,,,5604756
old,430,,,5604752
old,430,,,5604765
old,430,,,5604767
old,430,,,5604772
old,,,,
old,429,,,5606086
old,429,,,5606099
old,429,,,5606104
old,429,,,5606110
old,429,,,5606310
old,429,,,5605534
old,429,,,5605720
old,429,,,5605742
old,429,,,5605722
old,429,,,5605620
old,429,,,5605621
old,,,,
old,428,560,4877,5604877
old,428,560,4878,5604878
old,428,560,5851,5605851
old,428,560,5862,5605862
old,428,560,5014,5605014
old,428,560,5015,5605015
old,428,560,5019,5605019
old,428,560,5073,5605073
old,428,560,5074,5605074
old,428,560,5095,5605095
old,428,429,5283,4295283
old,428,429,5285,4295285
old,428,429,5292,4295292
old,428,429,5310,4295310
old,428,429,5311,4295311
old,428,429,5338,4295338
old,428,560,6031,5606031
old,428,560,6034,5606034
old,428,560,6059,5606059
old,428,429,4767,4294767
old,428,429,4771,4294771
old,,,,
old,424,560,6016,5606016
old,424,560,6065,5606065
old,424,560,6064,5606064
old,424,560,6415,5606415
old,424,429,4718,4294718
old,424,429,4742,4294742
old,424,429,4764,4294764
old,,,,
old,421,560,6404,5606404
old,421,560,6353,5606353
old,421,560,6354,5606354
old,421,560,6340,5606340
old,421,560,6376,5606376
old,421,560,6380,5606380
old,421,560,6378,5606378
old,,,,
old,420,560,4887,5604887
old,420,560,4888,5604888
old,420,560,4889,5604889
old,420,560,5844,5605844
old,420,560,5817,5605817
old,420,560,5850,5605850
old,420,560,5288,5605288
old,420,560,5707,5605707
old,420,560,5708,5605708
old,420,,,4295352
old,420,,,4295355
old,420,,,4288893
old,420,,,4288896
old,420,,,4288902
old,420,,,4288911
old,420,,,4288914
old,,,,
old,419,,,5606387
old,419,,,5606391
old,419,,,5604989
old,419,,,2186675
old,,,,
old,418,560,6395,5606395
old,418,560,6394,5606394
old,418,560,6393,5606393
old,418,,,4318420
old,418,,,8163839
old,418,,,5606399
old,418,,,4288899
old,418,,,4291919
old,418,,,4291280
old,418,,,5606251
old,418,,,4294852
old,,,,
old,417,560,6373,5606373
old,417,560,6375,5606375
old,417,560,6329,5606329
old,417,560,6330,5606330
old,417,560,6331,5606331
old,417,560,6332,5606332
old,417,560,6333,5606333
old,417,560,6334,5606334
old,417,560,6381,5606381
old,417,560,5389,5605389
old,,,,
old,416,560,6255,5606255
old,416,560,6127,5606127
old,416,560,6321,5606321
old,416,560,6337,5606337
old,416,560,6327,5606327
old,416,560,6328,5606328
old,,,,
old,415,439,3541,4393541
old,415,439,3544,4393544
old,415,439,3550,4393550
old,415,439,1500,4391500
old,415,560,5312,5605312
old,415,560,5313,5605313
old,415,560,5317,5605317
old,415,560,5318,5605318
old,415,560,5887,5605887
old,415,560,5888,5605888
old,415,560,4140,5604140
old,415,560,4146,5604146
old,415,560,3889,5603889
old,415,560,3961,5603961
old,415,560,3963,5603963
old,415,,,4288357
old,415,560,4664,5604664
old,415,560,4673,5604673
old,415,560,4668,5604668
old,415,560,4816,5604816
old,415,560,4817,5604817
old,,,,
old,414,560,5839,5605839
old,414,560,5876,5605876
old,414,560,4652,5604652
old,414,560,6146,5606146
old,414,560,4653,5604653
old,414,560,4680,5604680
old,414,560,4679,5604679
old,414,560,4710,5604710
old,414,560,4770,5604770
old,414,429,5151,4295151
old,414,429,5152,4295152
old,,,,5606276
old,,,,
old,413,560,4738,5604738
old,413,560,4740,5604740
old,413,560,4746,5604746
old,413,560,6286,5606286
old,413,560,6288,5606288
old,413,560,6292,5606292
old,413,560,4857,5604857
old,413,560,4858,5604858
old,,,,
old,412,560,6230,5606230
old,412,560,6231,5606231
old,412,560,6232,5606232
old,412,560,6234,5606234
old,412,560,6269,5606269
old,412,560,6282,5606282
old,412,560,6283,5606283
old,,,,
old,411,428,8890,4288890
old,411,428,8920,4288920
old,411,428,8923,4288923
old,411,560,6211,5606211
old,411,560,6228,5606228
old,411,560,6215,5606215
old,411,560,6216,5606216
old,411,560,6220,5606220
old,411,560,6222,5606222
old,411,560,5832,5605832
old,,,,
old,410,560,6151,5606151
old,,,,
