331,560,8289,5608289
331,560,8298,5608298
331,560,8309,5608309
331,560,8299,5608299
331,560,8302,5608302
331,560,8285,5608285
331,560,8347,5608347
331,560,8304,5608304
331,560,8307,5608307
331,560,8300,5608300
331,560,8293,5608293
331,560,8295,5608295
331,560,8350,5608350
331,560,8306,5608306
331,560,8291,5608291
331,560,8292,5608292
331,560,8290,5608290
331,560,8308,5608308
331,560,8305,5608305
331,560,8301,5608301
331,560,8294,5608294
331,560,8288,5608288
331,560,8349,5608349
331,560,8297,5608297
331,560,8348,5608348
331,560,8286,5608286
331,560,8296,5608296
331,560,8284,5608284
331,560,8283,5608283
331,560,8303,5608303
330,560,8242,5608242
330,560,8251,5608251
330,560,8244,5608244
330,560,8250,5608250
330,560,8243,5608243
330,560,8252,5608252
330,560,8247,5608247
330,560,8253,5608253
330,560,8248,5608248
330,560,8240,5608240
330,560,8245,5608245
330,560,8241,5608241
330,560,8249,5608249
330,560,8246,5608246
329,560,8281,5608281
329,560,8279,5608279
329,560,8278,5608278
329,560,8282,5608282
329,560,8280,5608280
328,560,8265,5608265
328,560,6256,5606256
328,560,8272,5608272
328,560,8263,5608263
328,560,8273,5608273
328,560,8276,5608276
328,560,8264,5608264
328,560,8266,5608266
328,560,8271,5608271
328,560,8270,5608270
328,560,8259,5608259
328,560,8269,5608269
328,560,8262,5608262
328,560,8275,5608275
328,560,6258,5606258
328,560,8267,5608267
328,560,8268,5608268
328,560,8257,5608257
328,560,8274,5608274
328,560,8277,5608277
327,560,8254,5608254
327,560,8255,5608255
326,560,8261,5608261
326,560,8260,5608260
321,659,7013,6597013
321,659,7011,6597011
321,659,7012,6597012
323,561,1108,5611108
323,560,8227,5608227
323,560,8238,5608238
323,560,8239,5608239
322,560,8321,5608321
322,560,8318,5608318
322,560,8343,5608343
322,560,8324,5608324
322,560,8313,5608313
322,560,8337,5608337
322,560,8335,5608335
322,560,8341,5608341
322,560,8340,5608340
322,560,8327,5608327
322,560,8315,5608315
322,560,8323,5608323
322,560,8346,5608346
322,560,8317,5608317
322,560,8330,5608330
322,560,8319,5608319
322,560,8328,5608328
322,560,8345,5608345
322,560,8333,5608333
322,560,8342,5608342
322,560,8312,5608312
322,560,8326,5608326
322,560,8336,5608336
322,560,8320,5608320
322,560,8331,5608331
322,560,8322,5608322
322,560,8325,5608325
322,560,8332,5608332
322,560,8339,5608339
322,560,8316,5608316
322,560,8329,5608329
322,560,4334,5604334
322,560,8314,5608314
322,560,8338,5608338
322,560,8344,5608344
325,560,8196,5608196
325,560,8231,5608231
325,560,8237,5608237
325,560,8194,5608194
325,560,8205,5608205
325,560,8200,5608200
325,560,8208,5608208
325,560,8164,5608164
325,560,8171,5608171
325,560,8235,5608235
325,560,8159,5608159
325,560,8160,5608160
325,560,8161,5608161
325,560,8199,5608199
325,560,8210,5608210
325,560,8172,5608172
325,560,8230,5608230
325,560,8167,5608167
325,560,8198,5608198
325,560,8165,5608165
325,560,8228,5608228
325,560,8166,5608166
325,560,8201,5608201
325,560,8202,5608202
325,560,8206,5608206
325,560,8197,5608197
325,560,8204,5608204
325,560,8209,5608209
325,560,8203,5608203
325,560,8234,5608234
325,560,8207,5608207
325,560,8236,5608236
325,560,8173,5608173
325,560,8233,5608233
325,560,8195,5608195
325,560,8232,5608232
325,560,8229,5608229
325,560,8162,5608162
324,560,8188,5608188
324,560,8193,5608193
324,560,8179,5608179
324,560,8176,5608176
324,560,8180,5608180
324,560,8185,5608185
324,560,8181,5608181
324,560,8189,5608189
324,560,81083,56081083
324,560,8184,5608184
324,560,8192,5608192
324,560,8187,5608187
324,560,8186,5608186
324,560,8190,5608190
324,560,8182,5608182
324,560,8191,5608191
324,560,8177,5608177
320,560,7581,5607581
320,560,7579,5607579
320,560,7671,5607671
320,560,7667,5607667
320,560,7582,5607582
320,560,7601,5607601
320,560,7608,5607608
320,560,7673,5607673
320,560,7610,5607610
320,560,7593,5607593
320,560,7580,5607580
320,560,7672,5607672
320,560,7670,5607670
320,560,7605,5607605
320,560,7583,5607583
320,560,7602,5607602
320,560,7606,5607606
320,560,7603,5607603
320,560,7604,5607604
319,560,7808,5607808
319,560,7809,5607809
319,560,7786,5607786
319,560,7675,5607675
319,560,7807,5607807
319,560,7787,5607787
319,560,7781,5607781
319,560,7784,5607784
319,560,7609,5607609
319,561,3988,5613988
319,561,4138,5614138
319,560,7810,5607810
319,560,7806,5607806
319,561,4004,5614004
319,560,7785,5607785
319,560,7805,5607805
319,560,7804,5607804
319,560,7674,5607674
319,560,7783,5607783
319,560,7782,5607782
318,560,7600,5607600
318,560,7597,5607597
318,560,7598,5607598
318,560,7595,5607595
318,560,7599,5607599
318,560,7803,5607803
318,560,7594,5607594
318,560,7596,5607596
317,560,7779,5607779
317,560,7357,5607357
317,560,7778,5607778
317,560,7798,5607798
317,560,7801,5607801
317,560,7780,5607780
317,560,7802,5607802
317,560,7799,5607799
317,560,7356,5607356
317,560,7800,5607800
316,560,7677,5607677
316,560,7678,5607678
316,560,7679,5607679
316,560,7676,5607676
316,560,7680,5607680
315,560,8227,5608227
315,560,8220,5608220
315,560,8218,5608218
315,560,8174,5608174
315,560,32152,56032152
315,560,8150,5608150
315,560,8155,5608155
315,560,8151,5608151
315,560,8224,5608224
315,560,8221,5608221
315,560,8225,5608225
315,560,8158,5608158
315,560,8222,5608222
315,560,8219,5608219
315,560,8149,5608149
315,560,8215,5608215
315,560,8223,5608223
315,560,8226,5608226
315,560,8156,5608156
315,560,8216,5608216
315,560,8217,5608217
315,560,8157,5608157
313,560,8213,5608213
313,560,8147,5608147
313,560,8214,5608214
313,560,8148,5608148
312,560,8154,5608154
312,560,8153,5608153
311,560,8074,5608074
311,560,8089,5608089
311,560,8105,5608105
311,560,8097,5608097
311,560,8211,5608211
311,560,8212,5608212
311,560,8082,5608082
311,560,8080,5608080
311,560,8088,5608088
311,560,8064,5608064
311,560,8011,5608011
311,560,8144,5608144
311,560,8109,5608109
311,560,8102,5608102
311,560,8084,5608084
311,560,8092,5608092
311,560,8071,5608071
311,560,8062,5608062
311,560,8081,5608081
311,560,8076,5608076
311,560,8098,5608098
311,560,8063,5608063
311,560,8079,5608079
311,560,8100,5608100
311,560,8091,5608091
311,560,8073,5608073
311,560,8078,5608078
311,560,8095,5608095
311,560,8069,5608069
311,560,8101,5608101
311,560,8072,5608072
311,560,8104,5608104
311,560,8090,5608090
311,560,8085,5608085
311,560,8087,5608087
311,560,8079,5608079
311,560,8108,5608108
311,560,8103,5608103
311,560,8064,5608064
311,560,8083,5608083
311,560,8077,5608077
311,560,8068,5608068
311,560,8096,5608096
311,560,8180,5608180
311,560,8086,5608086
311,560,8094,5608094
311,560,8107,5608107
311,560,8146,5608146
311,560,8066,5608066
311,560,8075,5608075
311,560,8093,5608093
311,560,8070,5608070
311,560,8106,5608106
311,560,8067,5608067
311,560,8145,5608145
310,560,8020,5608020
310,560,8061,5608061
310,560,8060,5608060
309,560,8051,5608051
309,560,8055,5608055
309,560,8057,5608057
309,560,8141,5608141
309,560,8058,5608058
309,560,8054,5608054
309,560,8056,5608056
309,560,8111,5608111
309,560,8052,5608052
309,560,8053,5608053
308,560,8142,5608142
308,560,8119,5608119
308,560,8136,5608136
308,560,8121,5608121
308,560,8122,5608122
308,560,8138,5608138
308,560,8050,5608050
308,560,8143,5608143
308,560,8129,5608129
308,560,8124,5608124
308,560,8037,5608037
308,560,8130,5608130
308,560,8047,5608047
308,560,8128,5608128
308,560,8117,5608117
308,560,8112,5608112
308,560,8131,5608131
308,560,8133,5608133
308,560,8048,5608048
308,560,8041,5608041
308,560,8040,5608040
308,560,8125,5608125
308,560,8045,5608045
308,560,8114,5608114
308,560,8113,5608113
308,560,8135,5608135
308,560,8137,5608137
308,560,8132,5608132
308,560,8039,5608039
308,560,8134,5608134
308,560,8040,5608040
308,560,8049,5608049
308,560,8120,5608120
308,560,8140,5608140
308,560,8127,5608127
308,560,8116,5608116
308,560,8118,5608118
308,560,8115,5608115
308,560,8123,5608123
308,560,8046,5608046
308,560,8042,5608042
308,560,8139,5608139
308,560,8126,5608126
308,560,8038,5608038
307,560,8043,5608043
306,560,8034,5608034
306,560,8022,5608022
306,560,8011,5608011
306,560,8036,5608036
306,560,8014,5608014
306,560,8024,5608024
306,560,8025,5608025
306,560,8021,5608021
306,560,8018,5608018
306,560,8013,5608013
306,560,8017,5608017
306,560,8026,5608026
306,560,8027,5608027
306,560,8030,5608030
306,560,8029,5608029
306,560,8031,5608031
306,560,8032,5608032
306,560,8015,5608015
306,560,8028,5608028
306,560,8023,5608023
306,560,8016,5608016
306,560,8019,5608019
306,560,8033,5608033
306,560,7985,5607985
306,560,8012,5608012
306,560,8035,5608035
305,560,7981,5607981
305,560,7984,5607984
305,560,8004,5608004
305,560,7992,5607992
305,560,7991,5607991
305,560,7978,5607978
305,560,8005,5608005
305,560,7987,5607987
305,560,8001,5608001
305,560,7972,5607972
305,560,8002,5608002
305,560,7997,5607997
305,560,7998,5607998
305,560,8006,5608006
305,560,7980,5607980
305,560,7989,5607989
305,560,7984,5607984
305,560,7999,5607999
305,560,7986,5607986
305,560,7976,5607976
305,560,8000,5608000
305,560,7977,5607977
305,560,7979,5607979
305,560,8005,5608005
305,560,7995,5607995
305,560,8010,5608010
305,560,8008,5608008
305,560,8003,5608003
305,560,7993,5607993
305,560,7988,5607988
305,560,7990,5607990
305,560,8007,5608007
305,560,7970,5607970
305,560,7971,5607971
305,560,7975,5607975
305,560,7983,5607983
305,560,7973,5607973
305,560,7974,5607974
305,560,7994,5607994
305,560,7996,5607996
304,560,7963,5607963
304,560,7969,5607969
304,560,7964,5607964
304,560,7961,5607961
304,560,7967,5607967
304,560,7968,5607968
304,560,7964,5607964
304,560,7965,5607965
303,560,7917,5607917
303,560,7959,5607959
303,560,7960,5607960
302,560,7943,5607943
302,560,7957,5607957
302,560,7938,5607938
302,560,7940,5607940
302,560,7934,5607934
302,560,7951,5607951
302,560,7954,5607954
302,560,7941,5607941
302,560,7937,5607937
302,560,7931,5607931
302,560,7933,5607933
302,560,7945,5607945
302,560,7949,5607949
302,560,7929,5607929
302,560,7947,5607947
302,560,7930,5607930
302,560,7932,5607932
302,560,7950,5607950
302,560,7952,5607952
302,560,7953,5607953
302,560,7954,5607954
302,560,7939,5607939
302,560,7944,5607944
302,560,7946,5607946
302,560,7942,5607942
302,560,7956,5607956
302,560,7948,5607948
302,560,7935,5607935
302,560,7936,5607936
302,560,7958,5607958
301,659,7108,6597108
301,659,7110,6597110
301,659,7107,6597107
301,560,7919,5607919
301,560,7924,5607924
301,560,7915,5607915
301,560,7920,5607920
301,560,7911,5607911
301,560,7913,5607913
301,560,7925,5607925
301,560,7105,5607105
301,560,7109,5607109
301,560,7912,5607912
301,560,7923,5607923
301,560,7927,5607927
301,560,7928,5607928
301,560,7106,5607106
301,560,7916,5607916
301,560,7926,5607926
301,560,7914,5607914
301,560,7921,5607921
301,560,7918,5607918
301,560,7922,5607922
300,659,7104,6597104
299,659,7101,6597101
299,659,7102,6597102
298,659,70100,65970100
298,659,7093,6597093
298,659,7098,6597098
298,659,7099,6597099
298,659,7094,6597094
298,659,7095,6597095
298,659,7091,6597091
298,659,7096,6597096
298,659,7097,6597097
298,659,7092,6597092
297,659,7081,6597081
297,659,7082,6597082
297,659,7079,6597079
297,659,7084,6597084
297,659,7086,6597086
297,659,7085,6597085
297,659,7089,6597089
297,659,7078,6597078
297,659,7080,6597080
297,659,7083,6597083
297,659,7090,6597090
297,659,7088,6597088
297,659,7087,6597087
296,659,7077,6597077
295,659,7069,6597069
295,659,7060,6597060
295,659,7068,6597068
295,659,7074,6597074
295,659,7063,6597063
295,659,7073,6597073
295,659,7075,6597075
295,659,7064,6597064
295,659,7066,6597066
295,659,7074,6597074
295,659,7057,6597057
295,659,7071,6597071
295,659,7058,6597058
295,659,7070,6597070
295,659,7061,6597061
295,659,7076,6597076
295,659,7059,6597059
295,659,7067,6597067
295,659,7062,6597062
295,659,7065,6597065
292,659,7044,6597044
292,659,7048,6597048
292,659,7056,6597056
292,659,7046,6597046
292,659,7054,6597054
292,659,7051,6597051
292,659,7050,6597050
292,659,7053,6597053
292,659,7042,6597042
293,659,7047,6597047
293,659,7043,6597043
293,659,7045,6597045
293,659,7052,6597052
293,659,7055,6597055
293,659,7041,6597041
293,659,7049,6597049
294,659,7040,6597040
291,659,7039,6597039
290,659,7038,6597038
290,659,7033,6597033
290,659,7032,6597032
290,659,7034,6597034
290,659,7031,6597031
290,659,7035,6597035
290,659,7036,6597036
290,659,7037,6597037
DUSP-3,659,7028,6597028
DUSP-3,659,7026,6597026
DUSP-3,659,7023,6597023
DUSP-3,659,7027,6597027
DUSP-3,659,7025,6597025
DUSP-3,659,7024,6597024
DUSP-2,659,7020,6597020
DUSP-1,659,7015,6597015
DUSP-1,659,7016,6597016
DUSP-1,659,7017,6597017
DUSP-1,659,7014,6597014
289,560,7632,5607632
289,560,7776,5607776
289,560,7775,5607775
289,560,7626,5607626
289,560,7633,5607633
289,560,7627,5607627
289,560,7585,5607585
289,560,7584,5607584
289,560,7629,5607629
289,560,7352,5607352
289,560,7587,5607587
289,560,7631,5607631
289,560,7620,5607620
289,560,7771,5607771
289,560,7624,5607624
289,560,7625,5607625
289,560,7586,5607586
289,560,7623,5607623
289,560,7777,5607777
289,560,7630,5607630
289,560,7628,5607628
289,560,7622,5607622
289,560,7772,5607772
289,560,7641,5607641
289,560,7318,5607318
289,560,7319,5607319
289,560,7621,5607621
287,560,7794,5607794
287,560,7591,5607591
287,560,7788,5607788
287,560,7789,5607789
287,560,7355,5607355
287,560,7590,5607590
287,560,7792,5607792
287,560,7796,5607796
287,560,7353,5607353
287,560,7589,5607589
287,560,7790,5607790
287,560,7592,5607592
287,560,7588,5607588
287,560,7774,5607774
287,560,7791,5607791
287,560,7354,5607354
287,560,7795,5607795
287,560,7793,5607793
286,560,7797,5607797
285,560,7561,5607561
285,560,7577,5607577
285,560,7753,5607753
285,560,7768,5607768
285,560,7578,5607578
285,560,7758,5607758
285,560,7757,5607757
285,560,7349,5607349
285,560,7564,5607564
285,560,7343,5607343
285,560,7637,5607637
285,560,7573,5607573
285,560,7558,5607558
285,560,7752,5607752
285,560,7770,5607770
285,560,7346,5607346
285,560,7575,5607575
285,560,7756,5607756
285,560,7766,5607766
285,560,7634,5607634
285,560,7565,5607565
285,560,7351,5607351
285,560,7336,5607336
285,560,7572,5607572
285,560,7759,5607759
285,560,7574,5607574
284,560,7755,5607755
284,560,7754,5607754
284,560,7749,5607749
284,560,7761,5607761
284,560,7338,5607338
284,560,7769,5607769
284,560,7635,5607635
284,560,7566,5607566
284,560,7339,5607339
284,560,7568,5607568
284,560,7347,5607347
284,560,7335,5607335
284,560,7751,5607751
284,560,7348,5607348
284,560,7748,5607748
284,560,7767,5607767
284,560,7342,5607342
283,560,7730,5607730
283,560,7717,5607717
283,560,7724,5607724
283,560,7739,5607739
283,560,7747,5607747
283,560,7746,5607746
283,560,7711,5607711
283,560,7734,5607734
